bcr_patient_barcode,B lineage,CD8 T cells,Cytotoxic lymphocytes,Endothelial cells,Fibroblasts,Monocytic lineage,Myeloid dendritic cells,NK cells,Neutrophils,T cells,KRAS,EGFR,CD274,MET,BRAF,ROS1,ALK,ERBB2,ERBB4,DDR2,FGFR1,FGFR2,FGFR3,NTRK1,NTRK2,NTRK3,LTK,RET,NRG1,NRAS,MAP2K1,RIT1
TCGA-05-4244,0.9403929432705032,1.5437253098888917,1.431740354963711,2.200032958712281,4.163261437134607,2.910063079897019,2.284245225818088,0.1762161105924588,2.0208020701372047,1.5753810238335515,3.766581354792363,4.254031041175299,3.270569846232092,5.957359701468378,2.5055589341111806,4.029580671573065,0.2851994593983255,5.188301446134904,0.1853315130358012,2.641893530961056,1.814633940012245,1.810240329614735,1.1977125158034367,0.3983640851706845,0.4293170201874995,0.0585095165460666,3.2482680439447296,0.1912450025546678,0.3194504432513515,4.261247617172555,4.789303225322113,3.980396460169892
TCGA-05-4250,1.018391155686369,2.6852142715081504,1.506458827022468,2.0942042737430384,5.376242026745501,2.8666906363602918,1.3833750395264048,0.3751863198370762,1.740379474984199,1.865633636319441,4.67955344695185,3.260797380615921,3.731081270746375,5.3185773870003095,2.238071862549782,3.3929798425957625,0.0725780787846966,4.888821364539149,0.0807915518660824,2.414438125113229,2.1385857211896324,1.2190414082753491,2.921755345256392,0.1550447884272375,0.1091379276381281,0.0531807529336864,3.8326420349509087,0.3305237313860397,1.0718880406043385,4.43686662005511,4.633821902700503,3.3714759222500703
TCGA-05-4384,1.0879599536232925,0.9444268181105328,1.1144393648816668,3.0097220238884783,4.021247499283624,3.199180621205471,2.1511133783009093,0.2164823931053482,2.8077026907739624,1.4197219089321542,3.506714308323424,3.015321375507785,1.668186936889484,4.54413270074619,2.451512425768579,3.4287962344152194,0.2095474231952984,5.371755448970874,0.9087786772162684,2.8310982995602223,2.214058991313796,2.1987893945472385,2.7162832547249667,0.2454799420311261,1.1576267749863662,0.1697493875225406,2.520204520589906,0.5380418452969419,0.953950188413328,3.826544787457854,4.032524347681828,4.526815680313943
TCGA-05-4395,0.7856902150344361,1.2678266964849576,1.6364572505555937,1.708664725806443,3.8794319126346544,2.7330444531739437,1.648462631061295,0.8165772461650107,1.8162632393997025,1.1762830211138884,4.041935925998841,4.771135809935911,1.8572696518638303,4.951676268597507,1.7744598880218665,1.1601685206675794,0.0197039891768086,4.604665298692095,0.0209631871446007,0.8419689000475628,1.4153133357964056,0.3304313798144426,0.9629502543383682,0.1871741080054848,0.0765874519968744,0.0128094394600859,0.2442595914166866,0.5948880347564676,0.6115393710349776,4.513248790527068,4.734328858010405,3.979981412926518
TCGA-05-4396,1.0494888947862804,0.7930878429112103,0.7486984288009062,2.5022841694382705,3.9440438073378266,2.4805834201754644,1.4610297377624957,0.2750501800692448,2.130408278358361,1.3582196720607975,4.325327797459623,3.60931819077414,1.2790213402743948,4.21789650562051,2.7322608905663506,3.802341709442564,0.0355197564919583,4.628204950232754,0.6543207734850279,2.0538200946429925,2.6297241901522868,1.8806936870776505,1.8712194799135036,0.2071471081685302,0.0539108222691289,0.0591224501461988,1.8653566764906888,2.3621983576202727,0.1907864488104642,5.246654120617147,4.452985310170377,3.8257228426587897
TCGA-05-4398,1.7550413397624571,1.6114220676813544,1.0279862110487497,2.018852448030251,4.8057486307976784,3.24081827876816,2.482541740066801,0.272370987653227,1.7369053400055765,1.849926739178117,3.2440543683314518,4.658515600029412,4.074713412969619,6.044372664260607,2.586213272675581,3.6721129995397335,0.4039034124967944,4.325208844931914,2.133579784552232,2.0860969238239493,2.135259838321684,1.1320573985448317,1.3828015784955232,0.2720216837651683,0.4419875074110499,0.0969572819766492,3.163653302717207,0.469804253582962,0.1980731777786374,4.221372064470677,4.159163589345092,4.148346859993624
TCGA-05-4402,1.8869726373518527,1.106569601199748,0.6390565177040655,2.0960485786747425,4.772514764231985,2.8863984973625025,2.0987544115464134,0.12613094129659,1.8084115089211628,1.6710512030745643,3.473488904452602,4.979300281790069,1.793552862404743,4.522317176785139,2.325312184613117,3.421873030174193,0.1380171255672144,4.971219899819603,0.4143033066852316,2.285136389951129,2.4696553112632325,2.3922262528677334,3.995085031638465,0.3383664873040179,0.2452232744406731,0.0977463604468894,1.4739064338172505,0.3239344656152081,0.2764437484737288,4.574179835347517,3.859100047063632,4.180219058218243
TCGA-05-4415,0.6778024536925171,1.8235848540547188,1.9122514267062,1.7913542254165782,3.2155923786568272,2.3301822685424045,0.6816499590878597,0.5662944396914664,2.094037413869956,1.2686946957288276,4.312649395538959,5.323240670637327,2.011174123800044,4.558378696463181,2.279069916257952,2.1184823617709507,0.1857552324503122,3.996970997289203,0.3160609607322908,1.1211383533328654,3.99249761829434,0.4299741574105367,1.1544554880609708,0.3438214118188109,0.0671812983258541,0.0110747920381148,0.9051952487409894,0.4223160056106199,0.2591637776370306,5.039555262057424,4.356840538546249,3.7611420335244943
TCGA-05-4418,1.8053409465328136,2.0811245168070287,1.136769410398064,1.5220548056020855,4.300492793721853,2.9050894964444507,1.0860018419855355,0.4330894291733237,1.7593588681464305,1.7839202768909843,3.045382019772864,2.8507004977750974,2.321201124884184,4.479746647080506,1.705165279150403,1.0403000176642467,0.0623629534880666,3.844296753121009,0.043816995353676,1.3328144152228687,1.924289762744157,1.0136023051628422,2.327174289002417,0.212133547428269,0.2266911228436631,0.0500357002486898,1.454837881043089,0.7552433264094509,0.7517624138090375,4.373779768865254,4.089076623855722,3.5492528723735504
TCGA-05-4425,0.8364168094951407,1.6305493070901402,1.2028983131780662,2.255910041969863,4.596271384673649,3.499047542345236,3.700853518738205,0.1609774214574135,1.8049865633975557,2.026575268103002,3.8364180004794135,3.516411670237543,2.7124672554934204,2.0460321036425317,2.1996817321829174,3.4889343729997755,0.2384938594692646,4.185340194757529,0.164841066006836,2.3004307276880143,4.051874163024567,4.579538215355933,4.251800547406585,0.3715933787128172,1.2470760163284331,0.1337275151635338,0.4457851297925336,0.1187889107109648,0.4449259639148085,4.184619954747493,4.3244966882486,3.4955030269082976
TCGA-05-4434,2.337515862194669,2.065257293026796,1.1894363327506767,2.263744794447168,4.895534494804668,3.6190317571517543,2.5897985120792035,0.3511885780251584,2.1122047760917257,2.237511839524236,3.39032136219325,3.630202922321266,3.340088341952184,4.72281886086139,2.28545646003614,2.451995735833519,0.1589487868816401,4.149450950759361,0.6059302747414557,2.110194511603179,2.8631146189143526,2.738796005722488,3.1798895120172075,1.09193237620575,0.4908561148207982,0.1664095866288551,1.6918309485913752,1.3920222797437,1.729117570231761,3.883183839109164,4.275887305359822,4.17232339843435
TCGA-05-5420,2.0475657181317124,2.5812116839421626,1.5073683104743658,1.438313944822356,4.055676774550646,3.4870131695502584,2.4312379015693955,0.4450169291842053,1.7450851870160613,2.275449487594748,3.0828491851905886,1.609258762505534,2.6099412439994376,2.5516898507880503,1.0921578717787457,2.00921092447346,0.0870112751923364,2.514825099711357,0.0978781855102129,1.4995778432887426,1.37130278464845,1.2629851166723072,1.8928493045037265,0.2541299354909413,0.1269803355901683,0.0261578228275503,0.7659880217923732,0.2312472892785372,0.2234129159978211,4.352641067073115,3.698231528144295,3.160081180660197
TCGA-05-5429,1.0432613798597543,1.3380569556085342,0.4347759937453907,1.760357588054802,4.820928020592614,1.711266468253522,1.189010539904111,0.0492963830341446,1.5474092551729215,0.988401891945726,3.073664627663075,2.4188876721307757,0.6587090389411335,4.163129128500945,1.6401084325569133,0.2878512876509391,0.0,4.1913809608874,0.1304171644822889,1.8981188393077035,1.9230440949579837,2.4610213368697824,3.093671744541572,0.1698258830614138,0.2751789556635932,0.0865674697560441,0.6985073490535982,0.2045409526173064,0.1014413136868156,4.625540989279529,3.665430960515164,3.4565205930561174
